,molecule_chembl_id,canonical_smiles,standard_value,standard_units,target_chembl_id,target_organism,units,MW,LogP,HBA,HBD,RotatableBonds,violations,uM,pMIC_ug/mL-1,pMIC_uM,NEW_SMILES,ROMol,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,Molecule,QED,SA,Dataset
93,CHEMBL2270571,CC1=C(CNc2cc(Cl)cc(Cl)c2)C(=O)OC1=O,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,284.995948508,2.805200000000001,4,1,3.0,0.0,174.75551703167267,-1.6989700043360187,-2.24243089531094,CC1=C(CNc2cc(Cl)cc(Cl)c2)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df907b0>,2.805200000000001,55.4,0.16666666666666666,2,6,3,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78270>,0.6854022909725865,2.7228763365099677,Botrytis cinerea
94,CHEMBL2270570,CC1=C(COC(=O)c2ccccc2)C(=O)OC1=O,15.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,246.05282342,1.2433,5,0,3.0,0.0,60.921622302187494,-1.1760912590556813,-1.7847714597905149,CC1=C(COC(=O)c2ccccc2)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90820>,1.2433,69.67000000000002,0.15384615384615385,2,5,3,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78350>,0.5925084566523122,2.3075898875303764,Botrytis cinerea
95,CHEMBL2270569,CC(=O)OCC1=C(C)C(=O)OC1=O,20.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,184.037173356,-0.05059999999999998,5,0,2.0,0.0,108.60888312055043,-1.3010299956639813,-2.035865347651211,CC(=O)OCC1=C(C)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90890>,-0.05059999999999998,69.67000000000002,0.375,1,5,2,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78430>,0.44415565262206974,2.858711695710184,Botrytis cinerea
96,CHEMBL2270568,CCCCCCCCCCC1=C(C)C(=O)OC1=O,3.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,252.172544628,3.917100000000003,3,0,9.0,0.0,11.888062008131437,-0.47712125471966244,-1.0751110617024255,CCCCCCCCCCC1=C(C)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90900>,3.917100000000003,43.370000000000005,0.7333333333333333,1,3,9,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78510>,0.3547181303928194,2.434500964453452,Botrytis cinerea
97,CHEMBL2270567,CCCCCCC1=C(C)C(=O)OC1=O,4.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,196.109944372,2.3567,3,0,5.0,0.0,20.382581046237885,-0.6020599913279624,-1.309259177862935,CCCCCCC1=C(C)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90970>,2.3567,43.370000000000005,0.6363636363636364,1,3,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c785f0>,0.3848940775332484,2.5618481970281692,Botrytis cinerea
98,CHEMBL2270566,CCCCCC1=C(C)C(=O)OC1=O,5.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,182.094294308,1.9665999999999997,3,0,4.0,0.0,27.439509601084417,-0.6989700043360189,-1.4383763453930913,CCCCCC1=C(C)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df909e0>,1.9665999999999997,43.370000000000005,0.6,1,3,4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c786d0>,0.37900162276823596,2.6197949148439896,Botrytis cinerea
99,CHEMBL2270565,CCCC1=C(C)C(=O)OC1=O,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,154.06299418,1.1864000000000001,3,0,2.0,0.0,162.1639152855707,-1.3979400086720377,-2.2099542214175076,CCCC1=C(C)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90a50>,1.1864000000000001,43.370000000000005,0.5,1,3,2,<rdkit.Chem.rdchem.Mol object at 0x7e4134c787b0>,0.4428656226982397,2.8206788508860896,Botrytis cinerea
100,CHEMBL2270564,O=C1OC(=O)C(CBr)=C1CBr,125.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,281.85271818800004,1.1562,3,0,2.0,0.0,440.2912262286768,-2.0969100130080562,-2.6437400312727526,O=C1OC(=O)C(CBr)=C1CBr,<rdkit.Chem.rdchem.Mol object at 0x7e412df90ac0>,1.1562,43.370000000000005,0.3333333333333333,1,5,2,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78890>,0.4338927270593379,3.6277807076500146,Botrytis cinerea
101,CHEMBL2270563,CC1=C(CCC(=O)O)C(=O)OC1=O,80.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,184.037173356,0.25110000000000005,4,1,3.0,0.0,434.4355324822018,-1.9030899869919435,-2.6379253389791737,CC1=C(CCC(=O)O)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90b30>,0.25110000000000005,80.66999999999999,0.375,1,5,3,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78970>,0.5019239601396086,2.732829795257695,Botrytis cinerea
102,CHEMBL2270562,CCOC(=O)C(CC1=C(C)C(=O)OC1=O)C(=O)OCC,8.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,284.089602852,0.5187999999999997,7,0,6.0,0.0,28.14285312244955,-0.9030899869919435,-1.4493681241052716,CCOC(=O)C(CC1=C(C)C(=O)OC1=O)C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x7e412df90ba0>,0.5187999999999997,95.97000000000001,0.5384615384615384,1,7,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78a50>,0.3982440559046369,2.8307715283377366,Botrytis cinerea
103,CHEMBL2270561,CC1=C(CO)C(=O)OC1=O,1000.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,142.026608672,-0.6214,4,1,1.0,0.0,7036.802476954473,-3.0,-3.847375360552381,CC1=C(CO)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90c10>,-0.6214,63.6,0.3333333333333333,1,4,1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78b30>,0.391119720464093,3.080114928805691,Botrytis cinerea
104,CHEMBL2270560,CC1=C(CBr)C(=O)OC1=O,10.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,203.94220612,0.7811999999999999,3,0,1.0,0.0,48.77882218655949,-1.0,-1.688231309629753,CC1=C(CBr)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90c80>,0.7811999999999999,43.370000000000005,0.3333333333333333,1,4,1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78c10>,0.3605912342293973,3.300609603361904,Botrytis cinerea
105,CHEMBL2270559,CC1=C(C)C(=O)OC1=O,3.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,126.031694052,0.4062,3,0,0.0,0.0,23.78856721459667,-0.47712125471966244,-1.3763682852683246,CC1=C(C)C(=O)OC1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df90cf0>,0.4062,43.370000000000005,0.3333333333333333,1,3,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78cf0>,0.34840685833109564,2.8948928901687,Botrytis cinerea
106,CHEMBL2270558,O=C1OC(=O)C(Cl)=C1Cl,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,165.92244921999998,0.7589999999999999,3,0,0.0,0.0,598.9924946240424,-2.0,-2.777421380713545,O=C1OC(=O)C(Cl)=C1Cl,<rdkit.Chem.rdchem.Mol object at 0x7e412df90d60>,0.7589999999999999,43.370000000000005,0.0,1,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78dd0>,0.39464595686260684,3.0134280072255573,Botrytis cinerea
107,CHEMBL2270557,O=C1OC(=O)C(c2ccccc2)=C1c1ccccc1,20.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,250.06299417999998,2.6808000000000005,3,0,2.0,0.0,79.91912184868913,-1.3010299956639813,-1.9026507032163762,O=C1OC(=O)C(c2ccccc2)=C1c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7e412df90dd0>,2.6808000000000005,43.370000000000005,0.0,3,3,2,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78eb0>,0.6076235885747713,1.9174505176101313,Botrytis cinerea
108,CHEMBL2270556,O=C1C=C(c2ccccc2)C(=O)O1,150.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,174.031694052,1.1534,3,0,1.0,0.0,861.301713990411,-2.1760912590556813,-2.9351553114630473,O=C1C=C(c2ccccc2)C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7e412df90e40>,1.1534,43.370000000000005,0.0,2,3,1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c78f90>,0.4735216852029353,2.2588156335847103,Botrytis cinerea
109,CHEMBL2270555,O=C1C=C(Br)C(=O)O1,1000.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,175.910905992,0.34859999999999997,3,0,0.0,0.0,5651.218120065781,-3.0,-3.7521420700855153,O=C1C=C(Br)C(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7e412df90eb0>,0.34859999999999997,43.370000000000005,0.0,1,4,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79070>,0.3955893495166418,3.4394555830621725,Botrytis cinerea
110,CHEMBL2270554,O=C1OC(=O)c2c(Cl)ccc(Cl)c21,1000.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,215.93809928399997,2.3040000000000003,3,0,0.0,0.0,4608.146280995545,-3.0,-3.663526256878009,O=C1OC(=O)c2c(Cl)ccc(Cl)c21,<rdkit.Chem.rdchem.Mol object at 0x7e412df90f20>,2.3040000000000003,43.370000000000005,0.0,2,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79150>,0.49417542834124695,2.424781728030803,Botrytis cinerea
111,CHEMBL2270553,O=C1OC(=O)c2c1ccc(Cl)c2Cl,1000.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,215.93809928399997,2.3040000000000003,3,0,0.0,0.0,4608.146280995545,-3.0,-3.663526256878009,O=C1OC(=O)c2c1ccc(Cl)c2Cl,<rdkit.Chem.rdchem.Mol object at 0x7e412df90f90>,2.3040000000000003,43.370000000000005,0.0,2,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79230>,0.49417542834124695,2.4360208489099247,Botrytis cinerea
112,CHEMBL2270552,O=C1OC(=O)c2cc(Cl)c(Cl)cc21,500.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,215.93809928399997,2.3040000000000003,3,0,0.0,0.0,2304.0731404977723,-2.6989700043360187,-3.362496261214028,O=C1OC(=O)c2cc(Cl)c(Cl)cc21,<rdkit.Chem.rdchem.Mol object at 0x7e412df91000>,2.3040000000000003,43.370000000000005,0.0,2,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79310>,0.49417542834124695,2.327368101657177,Botrytis cinerea
113,CHEMBL2270551,O=C1OC(=O)c2c(F)c(F)c(F)c(F)c21,500.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,219.97835673999998,1.5536000000000003,3,0,0.0,0.0,2271.932096493501,-2.6989700043360187,-3.3563953470394785,O=C1OC(=O)c2c(F)c(F)c(F)c(F)c21,<rdkit.Chem.rdchem.Mol object at 0x7e412df91070>,1.5536000000000003,43.370000000000005,0.0,2,7,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c793f0>,0.21886946617101277,2.8503674383305437,Botrytis cinerea
114,CHEMBL2270550,O=C1OC(=O)c2c(F)ccc(F)c21,150.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,183.99720036399998,1.2754,3,0,0.0,0.0,814.7878564017883,-2.1760912590556813,-2.9110445476514024,O=C1OC(=O)c2c(F)ccc(F)c21,<rdkit.Chem.rdchem.Mol object at 0x7e412df910e0>,1.2754,43.370000000000005,0.0,2,5,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c794d0>,0.45014285091467565,2.5287623873714615,Botrytis cinerea
115,CHEMBL2270549,O=C1OC(=O)c2c(F)cccc21,500.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,166.00662217599998,1.1363,3,0,0.0,0.0,3010.107942470817,-2.6989700043360187,-3.4785820696732093,O=C1OC(=O)c2c(F)cccc21,<rdkit.Chem.rdchem.Mol object at 0x7e412df91150>,1.1363,43.370000000000005,0.0,2,4,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c795b0>,0.42834967800111895,2.2838086942749705,Botrytis cinerea
116,CHEMBL1882541,Cc1ccc2c(c1)C(=O)OC2=O,1000.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,162.031694052,1.30562,3,0,0.0,0.0,6167.357410696666,-3.0,-3.790099117389423,Cc1ccc2c(c1)C(=O)OC2=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df911c0>,1.30562,43.370000000000005,0.1111111111111111,2,3,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79690>,0.42632433796152747,2.090935967002242,Botrytis cinerea
117,CHEMBL2137687,O=C(O)c1ccc2c(c1)C(=O)OC2=O,1000.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,192.005873228,0.6954,4,1,1.0,0.0,5204.917606154296,-3.0,-3.7164138590193208,O=C(O)c1ccc2c(c1)C(=O)OC2=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df91230>,0.6954,80.66999999999999,0.0,2,5,1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79770>,0.5226781971464654,2.101365201076753,Botrytis cinerea
118,CHEMBL1371297,O=C1OC(=O)c2ccccc21,1000.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,148.01604398799998,0.9972,3,0,0.0,0.0,6751.419485946922,-3.0,-3.829395092846198,O=C1OC(=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7e412df912a0>,0.9972,43.370000000000005,0.0,2,3,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79850>,0.40682134573792267,1.9302921477116222,Botrytis cinerea
119,CHEMBL374159,O=C1C=CC(=O)O1,250.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,98.00039392400001,-0.3740000000000001,3,0,0.0,0.0,2549.5375138949794,-2.3979400086720375,-3.4064614065595125,O=C1C=CC(=O)O1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91310>,-0.3740000000000001,43.370000000000005,0.0,1,3,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79930>,0.30631220581862406,3.1307458537305557,Botrytis cinerea
193,CHEMBL2272378,CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,mg/L,331.001427812,2.798400000000001,5,0,3.0,0.0,9.333441721688809,-0.4913616938342727,-0.9700418200716311,CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7e412df91380>,2.798400000000001,72.91,0.3076923076923077,2,8,3,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79a10>,0.6285709908318017,3.17457471332955,Botrytis cinerea
194,CHEMBL2271594,COC(=O)NCc1cc(/C(C)=N/OCc2cccc(C)n2)ccc1Cl,0.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,361.11931918,3.840220000000003,5,1,6.0,0.0,0.2763736461146011,1.0,0.5585033719081118,COC(=O)NCc1cc(/C(C)=N/OCc2cccc(C)n2)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7e412df913f0>,3.840220000000003,72.81,0.2777777777777778,2,7,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79af0>,0.6263323759058593,2.4509560713414764,Botrytis cinerea
195,CHEMBL48310,CC(C)c1cccc(=O)c(O)c1,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,164.083729624,1.8758000000000001,2,1,1.0,0.0,304.49928138169594,-1.6989700043360187,-2.4835862720351263,CC(C)c1cccc(=O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91460>,1.8758000000000001,37.3,0.3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79bd0>,0.6876279347076618,1.9752795421770681,Botrytis cinerea
196,CHEMBL121188,O=c1cccccc1O,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,122.036779432,0.7523999999999997,2,1,0.0,0.0,204.7116431794175,-1.3979400086720377,-2.31114254429793,O=c1cccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7e412df914d0>,0.7523999999999997,37.3,0.0,1,2,0,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79cb0>,0.5509952407058899,1.684828622610171,Botrytis cinerea
197,CHEMBL477752,C/C=C\c1cc(OC)c(OC)cc1OC,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,208.109944372,2.7455000000000007,3,0,4.0,0.0,480.17593646312014,-2.0,-2.6814003920326708,C/C=C\c1cc(OC)c(OC)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7e412df91540>,2.7455000000000007,27.69,0.3333333333333333,1,3,4,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79d90>,0.7610614713574507,1.9589406234943496,Botrytis cinerea
202,CHEMBL2269332,CCCCCCC(C)C/C(C)=C\C(/C=C(C)/C=C/C(O)C(C)(C)c1cc(OC)c([C@@H]2O[C@H](CO)C[C@H](O)[C@H]2O)c(=O)o1)CO,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,620.3924333719999,4.884900000000008,9,5,17.0,1.0,80.53812352615229,-1.6989700043360187,-1.9060015066752969,CCCCCCC(C)C/C(C)=C\C(/C=C(C)/C=C/C(O)C(C)(C)c1cc(OC)c([C@@H]2O[C@H](CO)C[C@H](O)[C@H]2O)c(=O)o1)CO,<rdkit.Chem.rdchem.Mol object at 0x7e412df915b0>,4.884900000000008,149.82000000000002,0.6857142857142857,2,9,17,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79e70>,0.0932492024797883,5.2985317917358765,Botrytis cinerea
221,CHEMBL1275969,CC(C)c1ccccc(=O)c1O,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,164.083729624,1.8757999999999995,2,1,1.0,0.0,152.249640690848,-1.3979400086720377,-2.182556276371145,CC(C)c1ccccc(=O)c1O,<rdkit.Chem.rdchem.Mol object at 0x7e412df91620>,1.8757999999999995,37.3,0.3,1,2,1,<rdkit.Chem.rdchem.Mol object at 0x7e4134c79f50>,0.6876279347076618,1.9876805037155307,Botrytis cinerea
222,CHEMBL2287628,CC(C)C[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,1.6,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,347.17644013200004,3.9776000000000034,4,1,6.0,0.0,4.599154905286154,-0.20411998265592482,-0.6626780374013994,CC(C)C[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91690>,3.9776000000000034,50.94,0.5789473684210527,3,5,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a030>,0.8594932093395549,3.7815466381364278,Botrytis cinerea
223,CHEMBL2287443,CC(C)C[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,347.17644013200004,3.9776000000000034,4,1,6.0,0.0,287.44718158038455,-2.0,-2.4585580547454744,CC(C)C[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91700>,3.9776000000000034,50.94,0.5789473684210527,3,5,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a110>,0.8594932093395549,3.7815466381364278,Botrytis cinerea
224,CHEMBL2287442,CCCC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,3.1,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,347.17644013200004,4.121700000000003,4,1,7.0,0.0,8.910862628991921,-0.4913616938342727,-0.9499197485797471,CCCC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91770>,4.121700000000003,50.94,0.5789473684210527,3,5,7,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a1f0>,0.8191329547581992,3.7259412869658597,Botrytis cinerea
225,CHEMBL2287441,CCCC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,100.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,347.17644013200004,4.121700000000003,4,1,7.0,0.0,287.44718158038455,-2.0,-2.4585580547454744,CCCC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df917e0>,4.121700000000003,50.94,0.5789473684210527,3,5,7,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a2d0>,0.8191329547581992,3.7259412869658597,Botrytis cinerea
226,CHEMBL2286107,CC(C)[C@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,0.4,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.587500000000002,4,1,5.0,0.0,1.1980962250983187,0.3979400086720376,-0.07849169981538973,CC(C)[C@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91850>,3.587500000000002,50.94,0.5555555555555556,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a3b0>,0.9093470602793498,3.7068005893687648,Botrytis cinerea
227,CHEMBL2286111,CC(C)[C@@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.587500000000002,4,1,5.0,0.0,74.8810140686449,-1.3979400086720377,-1.874371717159465,CC(C)[C@@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df918c0>,3.587500000000002,50.94,0.5555555555555556,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a490>,0.9093470602793498,3.7068005893687648,Botrytis cinerea
228,CHEMBL2286106,CC(C)[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,0.2,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.587500000000002,4,1,5.0,0.0,0.5990481125491594,0.6989700043360187,0.22253829584859147,CC(C)[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91930>,3.587500000000002,50.94,0.5555555555555556,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a570>,0.9093470602793498,3.7068005893687648,Botrytis cinerea
229,CHEMBL2286110,CC(C)[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,25.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.587500000000002,4,1,5.0,0.0,74.8810140686449,-1.3979400086720377,-1.874371717159465,CC(C)[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df919a0>,3.587500000000002,50.94,0.5555555555555556,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a650>,0.9093470602793498,3.7068005893687648,Botrytis cinerea
230,CHEMBL2287440,CCC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,1.6,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.731600000000003,4,1,6.0,0.0,4.792384900393275,-0.20411998265592482,-0.6805516911433521,CCC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91a10>,3.731600000000003,50.94,0.5555555555555556,3,5,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a730>,0.875879368419222,3.7501242364908727,Botrytis cinerea
231,CHEMBL2287439,CCC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,50.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,333.16079006800004,3.731600000000003,4,1,6.0,0.0,149.7620281372898,-1.6989700043360187,-2.175401712823446,CCC[C@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91a80>,3.731600000000003,50.94,0.5555555555555556,3,5,6,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a810>,0.875879368419222,3.7501242364908727,Botrytis cinerea
232,CHEMBL2287438,CC[C@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,0.2,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,319.14514000400004,3.3415000000000017,4,1,5.0,0.0,0.6253204767443314,0.6989700043360187,0.2038973496793749,CC[C@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91af0>,3.3415000000000017,50.94,0.5294117647058824,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a8f0>,0.9192192766424265,3.7357009275969038,Botrytis cinerea
233,CHEMBL2287437,CC[C@@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,13.0,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,319.14514000400004,3.3415000000000017,4,1,5.0,0.0,40.64583098838155,-1.1139433523068367,-1.6090160069634807,CC[C@@H]1CC[C@@H](Cc2ccc(Cl)cc2)[C@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91b60>,3.3415000000000017,50.94,0.5294117647058824,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7a9d0>,0.9192192766424265,3.7357009275969038,Botrytis cinerea
234,CHEMBL2287436,CC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,0.8,ug.mL-1,CHEMBL612399,Botrytis cinerea,ug ml-1,319.14514000400004,3.3415000000000017,4,1,5.0,0.0,2.5012819069773258,0.09691001300805639,-0.3981626416485875,CC[C@@H]1CC[C@H](Cc2ccc(Cl)cc2)[C@@]1(O)Cn1cncn1,<rdkit.Chem.rdchem.Mol object at 0x7e412df91bd0>,3.3415000000000017,50.94,0.5294117647058824,3,5,5,<rdkit.Chem.rdchem.Mol object at 0x7e4134c7aab0>,0.9192192766424265,3.7357009275969038,Botrytis cinerea
